-87.666366,41.869315
-87.666366,41.869315

-87.666366,41.869315
-87.6675697295,41.8692822278

-87.667693,41.869279
-87.6677960543,41.8694417582

-87.667693,41.869279
-87.667937,41.869275

-87.667693,41.869279
-87.6679338471,41.8692750369

-87.6675697295,41.8692822278
-87.667693,41.869279

-87.6675697295,41.8692822278
-87.6675697295,41.8692822278

-87.667937,41.869275
-87.6681778983,41.8692736144

-87.6679338471,41.8692750369
-87.667937,41.869275

-87.6679338471,41.8692750369
-87.6681778983,41.8692736144

-87.668286,41.869273
-87.6685269032,41.8692737877

-87.6681778983,41.8692736144
-87.6685269032,41.8692737877

-87.6681778983,41.8692736144
-87.668286,41.869273

-87.668593,41.869274
-87.6688339055,41.869274

-87.6685269032,41.8692737877
-87.6688339055,41.869274

-87.6685269032,41.8692737877
-87.668593,41.869274

-87.668866,41.869274
-87.6691068226,41.8692692789

-87.6688339055,41.869274
-87.668866,41.869274

-87.6688339055,41.869274
-87.6691068226,41.8692692789

-87.6688339055,41.869274
-87.6688748229,41.8692456237

-87.669122,41.869269
-87.6688748229,41.8692456237

-87.669122,41.869269
-87.6693624065,41.8692574175

-87.6691068226,41.8692692789
-87.6690827396,41.869383811

-87.6691068226,41.8692692789
-87.669122,41.869269

-87.6691068226,41.8692692789
-87.6693624065,41.8692574175

-87.669497,41.869251
-87.6697373251,41.8692385095

-87.669497,41.869251
-87.669806,41.869235

-87.6693624065,41.8692574175
-87.669497,41.869251

-87.669806,41.869235
-87.6700468974,41.8692335391

-87.6697373251,41.8692385095
-87.6700468974,41.8692335391

-87.6697373251,41.8692385095
-87.668728,41.869246

-87.6697373251,41.8692385095
-87.669806,41.869235

-87.670137,41.869233
-87.6703776947,41.8692405285

-87.6700468974,41.8692335391
-87.670137,41.869233

-87.6700468974,41.8692335391
-87.6703776947,41.8692405285

-87.67049,41.869244
-87.6707308864,41.8692417404

-87.6703776947,41.8692405285
-87.67049,41.869244

-87.6703776947,41.8692405285
-87.6707308864,41.8692417404

-87.670811,41.869241
-87.6710518629,41.8692376187

-87.670811,41.869241
-87.671385,41.869231

-87.6707308864,41.8692417404
-87.6710518629,41.8692376187

-87.6707308864,41.8692417404
-87.670811,41.869241

-87.671097,41.869237
-87.671379,41.869224

-87.671097,41.869237
-87.671337445,41.8692258743

-87.671097,41.869237
-87.671385,41.869231

-87.671097,41.869237
-87.6711441889,41.8692360357

-87.6710518629,41.8692376187
-87.671412,41.869065

-87.6710518629,41.8692376187
-87.671337445,41.8692258743

-87.6710518629,41.8692376187
-87.671385,41.869231

-87.6710518629,41.8692376187
-87.6711441889,41.8692360357

-87.6710518629,41.8692376187
-87.671097,41.869237

-87.671379,41.869224
-87.671412,41.869065

-87.671379,41.869224
-87.6711441889,41.8692360357

-87.671379,41.869224
-87.671385,41.869231

-87.671379,41.869224
-87.6716196759,41.8692318561

-87.671379,41.869224
-87.671337445,41.8692258743

-87.671337445,41.8692258743
-87.671379,41.869224

-87.671337445,41.8692258743
-87.671385,41.869231

-87.671337445,41.8692258743
-87.6716196759,41.8692318561

-87.671337445,41.8692258743
-87.671412,41.869065

-87.671625,41.869232
-87.671385,41.869231

-87.671625,41.869232
-87.6718659053,41.869232

-87.6716196759,41.8692318561
-87.671625,41.869232

-87.6716196759,41.8692318561
-87.6718659053,41.869232

-87.6716196759,41.8692318561
-87.671385,41.869231

-87.671877,41.869232
-87.6721177049,41.8692393437

-87.6718659053,41.869232
-87.6721177049,41.8692393437

-87.6718659053,41.869232
-87.671385,41.869231

-87.6718659053,41.869232
-87.671877,41.869232

-87.672206,41.869242
-87.6724468887,41.8692398853

-87.6721177049,41.8692393437
-87.6724468887,41.8692398853

-87.6721177049,41.8692393437
-87.671385,41.869231

-87.6721177049,41.8692393437
-87.672206,41.869242

-87.672549,41.869239
-87.6727898322,41.8692345646

-87.6724468887,41.8692398853
-87.672549,41.869239

-87.6724468887,41.8692398853
-87.6727898322,41.8692345646

-87.672876,41.869233
-87.673166,41.869226

-87.672876,41.869233
-87.6731167788,41.8692271664

-87.6727898322,41.8692345646
-87.672876,41.869233

-87.6727898322,41.8692345646
-87.6731167788,41.8692271664

-87.673166,41.869226
-87.6734064608,41.8692150674

-87.673166,41.869226
-87.673453,41.869213

-87.673166,41.869226
-87.673699,41.869461

-87.6731167788,41.8692271664
-87.6734064608,41.8692150674

-87.6731167788,41.8692271664
-87.673166,41.869226

-87.673453,41.869213
-87.6736984807,41.8694573482

-87.673453,41.869213
-87.6736938931,41.8692111956

-87.673453,41.869213
-87.673677,41.869278

-87.673453,41.869213
-87.673699,41.869461

-87.6734064608,41.8692150674
-87.6736984807,41.8694573482

-87.6734064608,41.8692150674
-87.6736938931,41.8692111956

-87.6734064608,41.8692150674
-87.673677,41.869278

-87.6734064608,41.8692150674
-87.673453,41.869213

-87.673721,41.869211
-87.6739618971,41.8692095257

-87.6736938931,41.8692111956
-87.673721,41.869211

-87.6736938931,41.8692111956
-87.6739618971,41.8692095257

-87.6736938931,41.8692111956
-87.673677,41.869278

-87.674049,41.869209
-87.6742897862,41.8692033419

-87.6739618971,41.8692095257
-87.674049,41.869209

-87.6739618971,41.8692095257
-87.6742897862,41.8692033419

-87.674348,41.869202
-87.6745888039,41.8691967781

-87.6742897862,41.8692033419
-87.6745888039,41.8691967781

-87.6742897862,41.8692033419
-87.674348,41.869202

-87.674672,41.869195
-87.6749127993,41.8691896629

-87.6745888039,41.8691967781
-87.6749127993,41.8691896629

-87.6745888039,41.8691967781
-87.674672,41.869195

-87.674989,41.869188
-87.675229867,41.8691847978

-87.6749127993,41.8691896629
-87.674989,41.869188

-87.6749127993,41.8691896629
-87.675229867,41.8691847978

-87.675291,41.869184
-87.6755317987,41.8691786488

-87.675229867,41.8691847978
-87.675291,41.869184

-87.675229867,41.8691847978
-87.6755317987,41.8691786488

-87.675562,41.869178
-87.6767655668,41.8691420923

-87.675562,41.869178
-87.676207,41.869396

-87.675562,41.869178
-87.675562,41.869178

-87.6755317987,41.8691786488
-87.675562,41.869178

-87.676773,41.869142
-87.6770137362,41.8691352612

-87.6767655668,41.8691420923
-87.6767655668,41.8691420923

-87.6767655668,41.8691420923
-87.676207,41.869396

-87.6767655668,41.8691420923
-87.6770137362,41.8691352612

-87.6767655668,41.8691420923
-87.676773,41.869142

-87.677024,41.869135
-87.6772648758,41.8691321995

-87.6770137362,41.8691352612
-87.677024,41.869135

-87.6770137362,41.8691352612
-87.6772648758,41.8691321995

-87.677283,41.869132
-87.6775238764,41.8691292316

-87.6772648758,41.8691321995
-87.677283,41.869132

-87.6772648758,41.8691321995
-87.6775238764,41.8691292316

-87.677545,41.869129
-87.6777858547,41.8691253231

-87.6775238764,41.8691292316
-87.6777858547,41.8691253231

-87.6775238764,41.8691292316
-87.677545,41.869129

-87.677808,41.869125
-87.6780488762,41.869122221

-87.6777858547,41.8691253231
-87.6780488762,41.869122221

-87.6777858547,41.8691253231
-87.677808,41.869125

-87.678069,41.869122
-87.678309824,41.8691173335

-87.6780488762,41.869122221
-87.678069,41.869122

-87.6780488762,41.869122221
-87.678309824,41.8691173335

-87.678328,41.869117
-87.6785688233,41.8691123155

-87.678309824,41.8691173335
-87.678328,41.869117

-87.678309824,41.8691173335
-87.6785688233,41.8691123155

-87.678586,41.869112
-87.6788267837,41.869106291

-87.6785688233,41.8691123155
-87.6788267837,41.869106291

-87.6785688233,41.8691123155
-87.678586,41.869112

-87.67884,41.869106
-87.6790808455,41.8691020042

-87.6788267837,41.869106291
-87.6790808455,41.8691020042

-87.6788267837,41.869106291
-87.67884,41.869106

-87.679082,41.869102
-87.679322903,41.8691013013

-87.6790808455,41.8691020042
-87.679082,41.869102

-87.6790808455,41.8691020042
-87.679322903,41.8691013013

-87.679428,41.869101
-87.6796688525,41.8690972462

-87.679322903,41.8691013013
-87.679428,41.869101

-87.679322903,41.8691013013
-87.6796688525,41.8690972462

-87.67975,41.869096
-87.6799908662,41.8690927765

-87.67975,41.869096
-87.68005,41.869092

-87.6796688525,41.8690972462
-87.6799908662,41.8690927765

-87.6796688525,41.8690972462
-87.67975,41.869096

-87.68005,41.869092
-87.6802909014,41.8690929483

-87.6799908662,41.8690927765
-87.6802909014,41.8690929483

-87.6799908662,41.8690927765
-87.68005,41.869092

-87.680305,41.869093
-87.6805457777,41.869087153

-87.6802909014,41.8690929483
-87.680305,41.869093

-87.6802909014,41.8690929483
-87.6805457777,41.869087153

-87.680553,41.869087
-87.680793902,41.8690878545

-87.6805457777,41.869087153
-87.680553,41.869087

-87.6805457777,41.869087153
-87.680793902,41.8690878545

-87.680836,41.869088
-87.6810768946,41.8690863439

-87.680793902,41.8690878545
-87.6810768946,41.8690863439

-87.680793902,41.8690878545
-87.680836,41.869088

-87.681128,41.869086
-87.6813686593,41.8690778743

-87.6810768946,41.8690863439
-87.6813686593,41.8690778743

-87.6810768946,41.8690863439
-87.681128,41.869086

-87.681455,41.869075
-87.6816956454,41.869066647

-87.6813686593,41.8690778743
-87.681455,41.869075

-87.6813686593,41.8690778743
-87.6816956454,41.869066647

-87.681802,41.869063
-87.6820428207,41.8690582472

-87.6816956454,41.869066647
-87.681802,41.869063

-87.6816956454,41.869066647
-87.6820428207,41.8690582472

-87.682158,41.869056
-87.6823988188,41.8690511932

-87.6820428207,41.8690582472
-87.6823988188,41.8690511932

-87.6820428207,41.8690582472
-87.682158,41.869056

-87.68251,41.869049
-87.6827507919,41.8690434915

-87.6823988188,41.8690511932
-87.6827507919,41.8690434915

-87.6823988188,41.8690511932
-87.68251,41.869049

-87.682861,41.869041
-87.6831017442,41.8690344297

-87.6827507919,41.8690434915
-87.682861,41.869041

-87.6827507919,41.8690434915
-87.6831017442,41.8690344297

-87.683192,41.869032
-87.6834328937,41.8690302913

-87.6831017442,41.8690344297
-87.683192,41.869032

-87.6831017442,41.8690344297
-87.6834328937,41.8690302913

-87.683475,41.86903
-87.6837159009,41.8690290131

-87.6834328937,41.8690302913
-87.6837159009,41.8690290131

-87.6834328937,41.8690302913
-87.683475,41.86903

-87.68372,41.869029
-87.6839608471,41.8690250692

-87.6837159009,41.8690290131
-87.6839608471,41.8690250692

-87.6837159009,41.8690290131
-87.68372,41.869029

-87.683966,41.869025
-87.684206881,41.8690224815

-87.6839608471,41.8690250692
-87.683966,41.869025

-87.6839608471,41.8690250692
-87.684206881,41.8690224815

-87.684254,41.869022
-87.6844948925,41.8690202023

-87.684206881,41.8690224815
-87.684254,41.869022

-87.684206881,41.8690224815
-87.6844948925,41.8690202023

-87.684523,41.86902
-87.6847636675,41.8690120143

-87.6844948925,41.8690202023
-87.6847636675,41.8690120143

-87.6844948925,41.8690202023
-87.684523,41.86902

-87.684765,41.869012
-87.685005864,41.8690153006

-87.6847636675,41.8690120143
-87.685005864,41.8690153006

-87.6847636675,41.8690120143
-87.684765,41.869012

-87.685058,41.869016
-87.6852988897,41.8690140017

-87.685005864,41.8690153006
-87.685058,41.869016

-87.685005864,41.8690153006
-87.6852988897,41.8690140017

-87.6853,41.869014
-87.6855408128,41.8690189668

-87.6853,41.869014
-87.685841,41.869019

-87.6852988897,41.8690140017
-87.6853,41.869014

-87.6852988897,41.8690140017
-87.6855408128,41.8690189668

-87.685592,41.86902
-87.685832901,41.8690190289

-87.6855408128,41.8690189668
-87.685832901,41.8690190289

-87.6855408128,41.8690189668
-87.685592,41.86902

-87.6855408128,41.8690189668
-87.685841,41.869019

-87.685841,41.869019
-87.686064,41.869123

-87.685841,41.869019
-87.6860451699,41.8691145741

-87.685841,41.869019
-87.685841,41.869019

-87.685832901,41.8690190289
-87.6860451699,41.8691145741

-87.685832901,41.8690190289
-87.685841,41.869019

-87.686064,41.869123
-87.686064,41.869123

-87.686064,41.869123
-87.6860475311,41.8702033223

-87.686064,41.869123
-87.6858273982,41.8690891184

-87.686064,41.869123
-87.685841,41.869019

-87.6860451699,41.8691145741
-87.686064,41.869123

-87.6860451699,41.8691145741
-87.6860475311,41.8702033223

-87.686047,41.870234
-87.6860522751,41.8704140222

-87.6860475311,41.8702033223
-87.686047,41.870234

-87.6860475311,41.8702033223
-87.6860475311,41.8702033223

-87.6860475311,41.8702033223
-87.6860522751,41.8704140222

-87.686054,41.870472
-87.6860606417,41.8706519969

